iteration,total_return,total_trades,win_rate,profit_factor,sharpe_ratio,sortino_ratio,max_drawdown,avg_trade,avg_win,avg_loss,best_trade,worst_trade,recovery_factor,win_loss_ratio,expectancy,sqn,trades_per_day,start_date,end_date,timestamp,config,currency
88,-2.416909,185,36.216216,0.807883,-1.944803,-3.239269,2.871604,-130.643713,1516.934277,-1066.132911,3517.003059,-1198.051229,0.841658,1.422838,-130.643713,-1.248195,1.581197,2024-02-29 19:30:00,2024-06-26 04:15:00,20250618_163607,Config 1: Ultra-Tight Risk Management,GBPUSD
89,-2.756447,239,35.564854,0.833752,-1.963462,-3.367840,5.626548,-115.332515,1626.334241,-1076.642088,3666.450104,-4747.797518,0.489900,1.510562,-115.332515,-1.193397,2.042735,2024-07-10 10:15:00,2024-11-04 19:00:00,20250618_163607,Config 1: Ultra-Tight Risk Management,GBPUSD
90,-2.400544,284,35.915493,0.877097,-1.580526,-2.354895,4.865218,-84.526191,1679.550814,-1073.184732,3819.414767,-1196.141484,0.493409,1.565016,-84.526191,-0.938932,2.427350,2018-04-26 05:15:00,2018-08-21 13:00:00,20250618_163607,Config 1: Ultra-Tight Risk Management,GBPUSD
91,-4.170275,256,33.984375,0.771852,-2.627220,-4.277612,6.212495,-162.901381,1621.669748,-1081.585926,3666.472854,-4727.678589,0.671272,1.499344,-162.901381,-1.769747,2.188034,2024-07-25 18:45:00,2024-11-20 07:30:00,20250618_163607,Config 1: Ultra-Tight Risk Management,GBPUSD
92,-4.587558,275,34.909091,0.760650,-3.886324,-5.600481,5.280322,-166.820276,1518.662854,-1070.766536,3649.689502,-1198.305917,0.868803,1.418295,-166.820276,-1.961215,2.391304,2019-02-17 22:15:00,2019-06-13 19:00:00,20250618_163607,Config 1: Ultra-Tight Risk Management,GBPUSD
93,-7.285379,345,35.072464,0.705408,-4.098420,-6.001651,7.377211,-211.170416,1441.737995,-1104.036120,8983.273757,-2433.140681,0.987552,1.305879,-211.170416,-2.726522,2.379310,2022-12-29 12:15:00,2023-05-24 06:00:00,20250618_163607,Config 1: Ultra-Tight Risk Management,GBPUSD
94,-8.035714,340,33.235294,0.668788,-4.771272,-6.825738,8.816806,-236.344534,1435.912823,-1068.789826,3933.223130,-1199.988039,0.911409,1.343494,-236.344534,-3.173356,2.956522,2018-01-30 03:45:00,2018-05-25 11:30:00,20250618_163607,Config 1: Ultra-Tight Risk Management,GBPUSD
95,-4.601428,267,34.082397,0.756466,-2.929479,-4.621996,5.385320,-172.338118,1570.652734,-1073.543615,3863.213166,-1198.097140,0.854439,1.463054,-172.338118,-1.951196,2.282051,2021-01-19 22:15:00,2021-05-17 07:00:00,20250618_163607,Config 1: Ultra-Tight Risk Management,GBPUSD
96,1.089368,225,43.111111,1.080082,0.622918,1.281066,2.711799,48.416375,1514.699728,-1062.751479,3529.896816,-1198.979305,0.401714,1.425262,48.416375,0.494722,1.923077,2019-05-16 03:15:00,2019-09-10 23:00:00,20250618_163607,Config 1: Ultra-Tight Risk Management,GBPUSD
97,-2.682551,248,37.903226,0.836306,-1.929178,-3.271292,2.858389,-108.167390,1457.982999,-1064.129315,3492.582111,-1198.092858,0.938484,1.370118,-108.167390,-1.219930,2.084034,2023-09-10 21:00:00,2024-01-07 21:45:00,20250618_163607,Config 1: Ultra-Tight Risk Management,GBPUSD
98,-4.631421,380,35.789474,0.824170,-2.627749,-5.091788,6.202964,-121.879497,1596.238486,-1079.519028,3675.204182,-1199.803338,0.746646,1.478657,-121.879497,-1.616252,3.247863,2020-07-15 16:30:00,2020-11-10 00:15:00,20250618_163607,Config 1: Ultra-Tight Risk Management,GBPUSD
99,-3.240771,260,36.538462,0.815257,-2.363846,-4.090904,4.306880,-124.645048,1505.396611,-1063.153881,3487.833572,-1199.291002,0.752464,1.415972,-124.645048,-1.430739,2.260870,2023-08-07 13:00:00,2023-11-30 21:30:00,20250618_163607,Config 1: Ultra-Tight Risk Management,GBPUSD
100,-3.219792,304,38.157895,0.842393,-1.895199,-3.316679,5.672260,-105.914215,1483.570329,-1086.659998,4464.524182,-2953.589532,0.567638,1.365257,-105.914215,-1.268747,2.303030,2023-06-06 23:00:00,2023-10-17 11:30:00,20250618_163607,Config 1: Ultra-Tight Risk Management,GBPUSD
